"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","EPS Growth This Year","EPS Growth Next Year","EPS Growth Past 5 Years","EPS Growth Next 5 Years","Sales Growth Past 5 Years","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Average Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Relative Volume","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Dividend Yield","Return on Assets","Return on Equity","Return on Invested Capital","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date"
"1464","PR","Permian Resources Holdings Inc","Energy","Oil & Gas E&P","USA","14352.32","15.80","17.29","2.55%","9241707","16.17","","2.76","1.28","128.36","20.86","-19.28%","-8.63%","90.07%","-1.41%","39.57%","744.06","635.70","14.66%","-1.79%","92.26%","-0.68%","5.16%","3.07","10685.54","2.13%","17.86%","29.90%","27.32%","23.24%","21.67%","71.01%","418.46%","","2.83%","2.94%","0.86","0.66","0.52","8.86%","16.05%","25.43%","-0.06%","72.73%","69.74","2.79%","-0.24%","3.37%","4.81%","8.58%","5.98%","0.67","0.67","0.36","0.37","34.97%","31.35%","15.72%","2/25/2026 4:30:00 PM"
"1465","PRAX","Praxis Precision Medicines Inc","Healthcare","Biotechnology","USA","8694.90","","317.25","-4.71%","332283","","","1165.54","19.55","32.55","","-28.09%","3.43%","8.54%","16.47%","","27.41","25.28","7.77%","-1.79%","82.28%","-4.66%","15.27%","5.09","758.09","-0.73%","6.30%","72.78%","565.09%","7.64%","266.09%","473.17%","-59.74%","","5.68%","5.97%","0.44","2.88","18.07","1.06%","9.78%","145.35%","-5.51%","1088.20%","56.05","-4.66%","-0.05%","","-67.20%","-75.20%","-79.49%","5.18","5.18","0.00","0.00","97.87%","-3927.51%","-3658.53%","2/19/2026 8:30:00 AM"
"1466","PRDO","Perdoceo Education Corporation","Consumer Defensive","Education & Training Services","USA","2021.66","13.43","31.43","3.15%","455607","12.18","","2.49","2.03","3.02","10.38","7.76%","9.32%","17.72%","","1.65%","64.32","62.63","2.64%","-15.55%","98.60%","0.61%","4.82%","4.78","630.51","-0.88%","1.49%","0.45%","-1.60%","7.16%","11.06%","118.87%","134.20%","1248.93%","3.05%","2.93%","0.72","0.90","0.93","-0.69%","2.84%","-0.98%","-17.34%","31.67%","51.47","3.66%","-0.49%","1.78%","12.92%","16.14%","14.84%","4.47","4.45","0.05","0.06","72.80%","23.83%","19.24%","2/19/2026 4:30:00 PM"
"1467","PRGO","Perrigo Company plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland","2001.05","","14.54","1.11%","1393035","5.44","1.97","0.47","0.45","4.63","7.37","8.16%","-3.91%","","2.77%","-1.99%","137.60","136.95","0.49%","2.84%","108.51%","2.12%","11.57%","4.69","3377.38","-0.68%","-2.15%","2.68%","-36.86%","4.45%","-41.37%","-59.23%","-67.67%","-89.51%","2.82%","3.60%","0.41","0.39","0.49","0.47%","2.94%","-30.47%","-52.99%","19.47%","51.75","0.00%","1.11%","7.98%","-0.27%","-0.65%","-0.63%","2.51","1.44","0.85","0.86","35.43%","8.89%","-1.21%","2/26/2026 8:30:00 AM"
"1468","PRI","Primerica Inc","Financial","Insurance - Life","USA","8007.42","10.94","250.89","0.34%","279923","9.57","1.30","2.41","3.51","","9.73","4.65%","9.35%","19.08%","7.34%","7.24%","31.92","31.70","0.67%","-3.26%","94.82%","-1.48%","3.73%","5.22","226.69","-9.05%","-6.08%","-3.13%","-4.55%","-2.89%","-11.70%","47.57%","76.97%","528.32%","5.59%","2.81%","1.23","0.92","8.03","-4.10%","-3.63%","-5.29%","-15.24%","9.04%","37.69","0.60%","-0.26%","1.78%","6.17%","31.86%","17.57%","2.08","","0.74","0.74","","30.93%","22.57%","2/11/2026 4:30:00 PM"
"1469","PRIM","Primoris Services Corp","Industrials","Engineering & Construction","USA","8998.01","32.90","166.53","1.88%","715201","28.35","1.35","1.21","5.53","20.58","18.39","41.99%","6.89%","15.51%","21.05%","15.43%","54.03","53.57","0.85%","-6.67%","103.72%","6.22%","5.31%","3.01","945.97","3.73%","20.87%","35.35%","49.87%","34.15%","123.44%","545.72%","432.04%","770.97%","5.27%","5.06%","0.76","1.34","7.78","8.13%","19.39%","46.73%","-4.53%","239.16%","66.93","1.42%","0.46%","0.19%","6.23%","18.56%","11.65%","1.20","1.17","0.46","0.59","11.03%","5.69%","3.72%","2/23/2026 4:30:00 PM"
"1470","PRK","Park National Corp","Financial","Banks - Regional","USA","3154.69","15.72","174.61","1.01%","47813","14.27","","4.75","2.08","","11.87","4.59%","3.88%","7.34%","","6.67%","16.08","15.60","2.99%","0.00%","54.49%","0.09%","1.82%","4.27","66.43","-1.08%","9.26%","12.99%","3.62%","14.74%","3.80%","36.48%","51.22%","112.76%","2.17%","2.60%","0.72","0.70","4.08","3.95%","7.35%","7.61%","-2.17%","27.61%","63.42","0.68%","0.33%","2.47%","1.84%","13.87%","12.55%","0.05","","0.06","0.06","","33.31%","27.10%","1/26/2026 4:30:00 PM"
"1471","PRM","Perimeter Solutions Inc","Basic Materials","Specialty Chemicals","USA","3878.56","62.24","26.22","0.96%","799501","21.10","2.10","6.10","3.49","11.39","20.49","22.50%","-8.61%","31.45%","10.04%","18.58%","147.92","140.56","4.98%","-7.56%","85.20%","-0.39%","2.86%","4.54","886.53","-2.67%","-7.58%","-0.46%","41.58%","-4.76%","119.41%","197.95%","","","4.61%","4.02%","0.90","1.96","1.09","-3.18%","-5.59%","25.68%","-12.23%","199.32%","42.32","2.94%","-1.93%","","3.06%","7.39%","4.04%","2.22","1.72","0.74","0.74","49.19%","4.02%","12.26%","2/26/2026 8:30:00 AM"
"1472","PRMB","Primo Brands Corp","Consumer Defensive","Beverages - Non-Alcoholic","USA","6859.24","","18.76","-0.79%","4120752","14.37","0.82","1.05","2.20","16.23","16.79","26.18%","2.44%","","17.51%","23.47%","370.62","244.10","33.24%","0.17%","81.32%","2.29%","15.25%","5.59","6652.39","-4.43%","2.40%","16.67%","-23.65%","14.74%","-44.08%","20.28%","11.10%","105.14%","3.13%","3.31%","0.62","0.63","0.61","-1.43%","6.52%","-20.30%","-47.66%","30.64%","52.19","-0.48%","-0.32%","2.13%","-0.66%","-2.08%","-0.97%","1.02","0.86","1.75","1.80","31.75%","10.54%","-1.30%","2/26/2026 8:30:00 AM"
"1473","PRU","Prudential Financial Inc","Financial","Insurance - Life","USA","36404.28","10.46","104.61","0.44%","2150986","6.72","1.39","0.60","1.12","","5.81","0.67%","7.21%","","4.83%","1.28%","347.94","347.12","0.21%","183.55%","62.01%","0.64%","2.25%","4.01","1949.80","1.76%","-11.13%","-2.95%","-2.07%","-7.33%","-6.52%","0.17%","29.37%","69.71%","2.35%","2.54%","1.10","0.96","2.78","-1.97%","-6.38%","-1.77%","-12.65%","15.74%","42.36","0.70%","-0.26%","5.36%","0.47%","11.86%","6.51%","2.14","","0.67","1.02","","7.66%","5.82%","2/3/2026 4:30:00 PM"
"1474","PRVA","Privia Health Group Inc","Healthcare","Health Information Services","USA","2754.00","157.68","22.39","4.14%","632294","70.91","1.25","1.35","3.88","6.24","25.15","19.68%","139.87%","7.98%","56.69%","17.17%","122.87","114.72","6.73%","-0.45%","93.53%","-0.54%","2.31%","3.83","692.16","1.82%","-2.01%","-7.56%","8.11%","-5.57%","-9.97%","-18.28%","","","3.07%","3.92%","0.91","0.84","0.84","-1.40%","-4.30%","-2.63%","-15.54%","19.29%","46.81","3.47%","0.65%","","1.46%","2.74%","2.55%","1.67","1.67","0.01","0.01","9.73%","1.38%","0.89%","2/26/2026 8:30:00 AM"
"1475","PSA","Public Storage","Real Estate","REIT - Industrial","USA","52713.36","33.32","300.35","2.73%","1856502","28.75","3.86","10.93","10.76","165.71","18.20","11.61%","3.88%","7.46%","7.45%","10.60%","175.50","157.59","10.21%","0.00%","85.25%","-0.72%","2.78%","3.74","1169.94","4.65%","4.37%","9.16%","6.93%","15.74%","-0.30%","-0.71%","34.80%","33.79%","2.59%","2.34%","1.59","1.00","6.95","5.42%","9.05%","4.83%","-6.87%","17.08%","66.50","3.82%","-1.05%","4.14%","8.93%","18.82%","8.71%","0.35","0.35","0.97","1.11","48.77%","46.43%","32.87%","2/12/2026 4:30:00 PM"
"1476","PSIX","Power Solutions International Inc","Industrials","Specialty Industrial Machinery","USA","2275.75","18.79","98.77","6.53%","1015229","17.08","0.38","3.37","14.01","43.16","44.92","75.05%","17.56%","51.02%","45.14%","-2.71%","23.04","8.52","63.02%","-6.81%","29.78%","17.01%","18.95%","3.43","470.04","21.98%","39.11%","52.82%","21.62%","72.86%","157.68%","3491.64%","1480.32%","892.66%","8.93%","8.90%","2.16","2.00","6.91","25.41%","40.09%","37.89%","-18.89%","445.69%","70.44","4.70%","1.75%","","30.37%","118.50%","39.12%","2.28","1.19","0.91","0.95","27.38%","16.38%","17.94%","11/6/2025 4:30:00 PM"
"1477","PSKY","Paramount Skydance Corp","Communication Services","Entertainment","USA","11389.84","","10.32","0.68%","8460530","10.34","","0.40","0.94","3.49","36.98","-60.88%","65.73%","","-12.16%","1.59%","1066.00","853.52","22.67%","0.00%","29.10%","-20.50%","6.29%","6.16","8724.15","-2.27%","-14.57%","-33.72%","-28.23%","-22.99%","-4.53%","-53.74%","-82.30%","-76.10%","4.12%","3.22%","0.97","1.22","0.39","-7.28%","-17.13%","-25.81%","-50.53%","3.72%","28.35","0.49%","0.20%","1.94%","-0.61%","-1.90%","-1.03%","1.34","1.16","1.20","1.23","29.87%","8.16%","-0.95%","2/25/2026 4:30:00 PM"
"1478","PSLV","Sprott Physical Silver Trust","Financial","Asset Management","Canada","14551.40","","25.05","2.66%","19043592","","","","","","","","","","","","580.89","580.89","","","","","0.35%","0.10","19885.86","0.52%","-18.48%","41.69%","94.34%","5.92%","128.14%","233.56%","155.35%","306.00%","5.89%","8.16%","0.96","0.40","2.54","-14.17%","-3.15%","48.71%","-34.30%","151.25%","44.81","-2.15%","4.92%","","","","","","","","","","","",""
"1479","PSMT","Pricesmart Inc","Consumer Defensive","Discount Stores","USA","4797.34","31.79","155.68","0.45%","154770","23.72","1.48","0.89","3.68","14.55","38.24","11.62%","21.98%","13.55%","16.06%","9.62%","30.82","25.38","17.63%","-0.75%","88.99%","0.69%","6.73%","8.25","207.01","-0.73%","9.90%","33.29%","38.54%","26.91%","65.97%","115.10%","55.37%","108.28%","2.65%","2.82%","0.75","0.73","4.20","5.63%","14.57%","32.11%","-1.38%","91.62%","73.51","0.63%","-0.18%","0.91%","6.58%","11.97%","9.34%","1.33","0.55","0.21","0.25","17.42%","4.46%","2.73%","1/7/2026 4:30:00 PM"
"1480","PSN","Parsons Corp","Technology","Information Technology Services","USA","6707.57","28.83","63.38","1.13%","1493821","16.91","1.33","1.05","2.57","14.38","16.34","4.77%","12.85%","17.69%","12.74%","10.18%","106.97","105.04","1.36%","0.00%","101.88%","0.16%","4.30%","3.02","1494.87","-8.73%","-9.93%","-26.69%","-20.42%","2.56%","-13.65%","39.20%","60.62%","","4.49%","3.52%","1.00","0.69","2.74","-8.43%","-5.82%","-14.60%","-29.18%","16.17%","38.60","0.00%","1.13%","","4.28%","9.53%","6.06%","1.75","1.75","0.51","0.52","22.49%","6.53%","3.79%","2/11/2026 8:30:00 AM"
